doc_id,text
DOC_00419,"I am looking for software to run on my brand new Targa+ 16/32. If anyone knows of any sites which have useful stuff, or if you have any yourself you want to give, let me know via mail. Thanks a LOT! Yayayay! jamie@ddsw1.mcs.com"
DOC_00420,"If the Islanders beat the Devils tonight, they would finish with identical records. Who's the lucky team that gets to face the Penguins in the opening round? Also, can somebody list the rules for breaking ties."
DOC_00421,"I don't mean to be disrespectful to your concerns, but it seems to me that you're getting all wound up in a non-issue. As many knowledgeable people have pointed out, msg is a naturally occurring substance in a lot, if not most, foods. When food manufacturers add it to a preparation, they do so because it's a known flavor enhancer. Your wife's theory, that MSG is added to food to stimulate appetite, may well be true. But I don't believe it's ALWAYS the reason it's added. People are (largely, for the most part) in charge of their own appetites. You don't know much about cats, do you? Cats will Take Advantage of You. Resign yourself: you will never understand a cat. Their tastes are whimsical. I also suspect, though it's been a while since I've checked ingredients on commercial cat food, that there are much more stringent requirements on pet food additives than human. See, the FDA has this stupid idea that human beings have the intelligence to look out after their own interests."
DOC_00422,"> Why Paul, it's obvious. > Once chlorine chemistry has been banned on Earth, > as is being advocated by some groups, Ti prices will > :-) :-) :-) Well, there already is a sulfate process for TiO2 purification. The chlorine process is cleaner, however, and for that reason is achieving dominance in the marketplace. Darn, caught by the white hot heat of technological progress again... Most Ti is used in pigment, btw (as the oxide), where it replaced white lead pigment some decades ago. Very little is reduced to the metal. Spoilsport. Hence the need for increasing fashion emphasis on anodise Ti jewelry... > Seriously, I'd say there is a flaw in Gary's analysis > in that he assumes an export oriented economy, maybe > the lunatics will just want some native Ti for local > use... Which merely evades the issue of why those lunatics are there at all (and, why their children would want to stay.) I did not evade the issue at all. I clearly stated that this would be from diabolical foresight in establishing a sheltered industrial base for the upcoming Great War ;-) Very cost effective if you use the right accounting method :-)"
DOC_00423,"Well, thanks to everyone who has entered so far. There are at least 40 entries, and hopefully more people will enter before the deadline, which is 7:30 pm Today, Sunday, April 18, 1993! In the interest of fairness, since I will win anyway, I feel it is only right to actually tell everyone my picks, so that you all won't cry ""rigged"" after I declare myself the winner. Here they are: Series Your Pick Games Division Semifinals Pittsburgh-New Jersey Pittsburgh 5 Washington-NY Islanders NY Islanders 6 Boston-Buffalo Boston 5 Quebec-Montreal Quebec 7 Chicago-St. Louis Chicago 4 Detroit-Toronto Detroit 6 Vancouver-Winnipeg Winnipeg 7 Calgary-Los Angeles Calgary 7 Division Finals Patrick Pittsburgh 6 Adams Quebec 7 Norris Chicago 7 Smythe Calgary Conference Finals Wales Pittsburgh 5 Campbell Chicago 4 Stanley Cup winner Pittsburgh 6 -- Keith Keller LET'S GO RANGERS!!!!! LET'S GO QUAKERS!!!!! kkeller@mail.sas.upenn.edu IVY LEAGUE CHAMPS!!!!"
DOC_00424,"Lloyd Pettit. Yes, it is true that he refused to buy a franchise from the NHL for $50M; but at the time the reason was that the established market for teams was much less than that. He felt that no one would pay $50M for an expansion team, and that he would simply wait to buy an existing franchise for less than that. But the market fooled him, and 5 teams have been created for $50M apiece in the last three years, and even the existing teams can't be moved for less than $50M and I doubt that he could get one for that little. Pettit gambled and lost. Now he'll have to pay more."
DOC_00425,"I've had my Subaru Liberty 4WD station wagon for about 8 months now. Saying I'm happy with it would be an understatement! Just great. Well built, handles beautifully, plenty of power. I've only had if 'off tar' once. Did a trip over the mountains on a narrow, windy dirt road, often _very dodgey_ in parts. The Subaru did it with ease. I havent had so much fun driving a car for years! Any other owners out there?"
DOC_00426,"Thanks for all your assistance. I'll see if he can try a different brand of patches, although he's tried two brands already. Are there more than two? Melissa --- mmatusev@radford.vak12ed.edu ""After a time you may find that having is not so pleasing a thing after all as wanting. It is not logical, but it is often true."""
DOC_00427,"From THE TUFTS UNIVERSITY GUIDE TO TOTAL NUTRITION: Stanley Gershoff, Ph.D., Dean of Tufts University School of Nutrition; HarperPerennial, 1991 (ISBN #0-06-272007-4): ""The greatest hazard of barbecuing is that the cook will not use enough caution and get burned. Some people suggest that the barbecuing itself is dangerous, because the smoke, which is absorbed by the meat, contains benzopyrene, which, in its pure form, has been known to cause cancer in laboratory animals. However, in order to experience the same results, people would have to consume unrealistically large quantities of barbecued meat at a time."""
DOC_00428,"One should be aware that foreign doctors admitted for training are ineligible to apply for resident alien status. In order to get the green card they have to return to their country and apply at the embassy there. Of course, many somehow get around this problem. Often it is by agreeing to practice in a town with a need and then the congressman from that district tacks a rider onto a bill saying ""Dr. X will be allowed to have permanent residency in the US."" A lot of bills in congress have such riders attached to them. Marrying a US citizen is the most common, although now they are even cracking down on that and trying to tell US citizens they must follow their spouse back to the Phillipines, or whereever. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
DOC_00429,"The new name is Florida Panthers. The panther is an endangered species, mostly located in the Everglades. A couple of years ago, there were license plates made with Panthers on them (part of the revenue were to go to some protection fund). The name of the new President of the Panthers should be announced today. As of yesterday's paper, Huizenga's new hockey team will take the ice at the Miami Arena this fall. The team has a guaranteed two-year lease with the arena, with four one-year options that could run through 1999. ""It's not our choice"", James Blosser, a lawyer and Huizenga Aid said about ruling out the arena as a long term option. ""The NHL told us we can't stay there. It's not economically feasible."" One reason is because the Miami Heat basketball team controls skybox and advertising revenue at the arena, reducing the hockey team's profit potential. The hockey team is attracting arena site proposals from Broward, Dade, and Palm Beach counties. A leading site is vacant land near Joe Robbie Stadium, where residents 10 days ago agreed to drop their opposition to a hockey arena, ending an eight-year battle of wills. Compliments of the News/Sun-Sentinel. Jim G."
DOC_00430,"Does anybody out there have or know how to calculate the RGB values required to set the 256 color VGA palette so that the colors from 0..255 will give 256 colors of the rainbow ie red, orange, yellow, etc. Any help would be appreciated. Please email to eeerik@cc.newcastle.edu.au"
DOC_00431,"In Des Moines, Iowa, about a year ago, some kid dropped a rock from an overpass and hit car just behind the windshield. It put a dent in the roof, so I guess I was lucky it hit metal. It's frustrating that we can't do much. Bother the city government to put covers on all overpasses? Slow down/speed up a bit when driving under all overpasses in the city? I like the first better, but that will take time and lots of people talking to the city governments. Just another .02..."
DOC_00432,"I was hoping for something like ""The chassis exhibits X degrees of flex when subjected to forces of more than Y units. Forces of more than Y units begin to manifest at Z miles per hour."" Not ""Well, gee, it wasn't designed to go fast because, uhh, well, gee, it wasn't designed to go fast. It's not a Porsche, you know"". Well, as compared to the normal Taurus, the SHO comes with more supportive seats,better brakes,a stiffer suspension, different tires, and a body design that takes advantage of aero effects to keep the car on the ground (or at least I think that's what all that boy-racer plastic is for). You're kidding yourself if you think any car on the road has a passenger compartment made to withstand 130 MPH impacts. Oh, right. Only 120,000 dollar cars should be driven fast. They drive goddamn Rabbits at 120 MPH in Europe, pal, and I reckon a Taurus is at least as capable as a Rabbit. Of course not. ""Speeding-is-bad. Speeding-is-illegal. I-will-not-speed. I-love-Big-Brother."" You had your mind made up already. It's interesting that lots of the roads out west had *NO* speed limits until 1975."
DOC_00433,"Hi, I'm writing a science fiction script and I'm looking for some answers to questions regarding the Moon and Earth. My starting point is an impossible situation. [I checked with a professor at berkeley and his response was a VERY helpful ""can't happen"".] If you enjoy playing with unusual ideas and are willing answer some questions please contact me via e-mail (jennise@dgi.com). I get extremely annoyed when screen and tele-plays ignore basic facts about computers that I'm determined to be as scientifically accurate as I can. Sorry for being vague, but I'd like to protect my idea as much as I can until I'm ready to sell it (hopefully)."
DOC_00434,"Mr. Bettman The Guy in the Wrong Sport Mr. Stein The Guy Who Should Be In Charge But Isn't Of course, we also need new names for the individual awards, and other stuff like the President's Cup. President's Cup The Trophy Given To the Best Regular-Season Team Hart winner The Most Valuable Player, chosen from the Guys in the Middle, the Guys on the Right, the Guys on the Left, the Guys Back There, and the Guy in the Net, though typically given only to the Guys in the Middle and the Guys on the Left and on the Right Norris winner The Best Guy in the back; or, the Guy who was awarded for something even though he is not one of the Guys in the Middle or on the Left or the Right ...ad nauseum. :-) -- Keith Keller LET'S GO RANGERS!!!!! LET'S GO QUAKERS!!!!! kkeller@mail.sas.upenn.edu IVY LEAGUE CHAMPS!!!!"
DOC_00435,"Dale Hunter ties the game, scoring his third goal of the game with 2.7 seconds remaining in regulation. You could feel it coming on. ""Due to contractual agreements, ESPN will be unable to carry the rest of this game live, so that we may show you a worthless early-season battle between those two pennant contenders, the Cleveland Indians and the California Angels. When the winning goal is scored, we WILL do the grave injustice of breaking into the baseball game -- something reserved only for the deaths of Presidents or the trading of Joe Montana to the Chiefs -- to show you the goal on instant replay. ""Aren't you SO lucky to have national coverage of hockey?"" It's HEIDI all over again, dammit!"
DOC_00436,"There are no Mariner craft from which we are still receiving data. I believe you are referring to one or more of Pioneers 6 through 9 (launched from December 1965 through November 1968), which were put into solar orbits to study interplanetary space. I recall reading that at least one of them was still functioning 25 years after launch."
DOC_00437,Didn't one of the early jet fighters have these? I also think the germans did some work on these in WWII. A lot of this was also done by the military... Weren't the first microwave landing systems from WWII too? Egad! I'm disagreeing with Mary Shafer!
DOC_00438,"While I can't think of any Corvettes with side mounted backup lights, I know that Saab started using them about 15 years ago. My 1975 Saab 99 didn't have them, but a friend's 1978 Saab 99 certainly did. In addition to the confentional tail-light mounted backup lights, they had another set integrated into the front turn signal assembly. For those of you who don't remember, Saabs of that vintage had an enormous multicoloured plastic growth, about the size of a _National Geographic_ magazine, sticking out of the front fender, which incorporated amber ""parking lights"", amber side marker lights/reflectors, white ""cornering lamps"" (like American luxury cars) aimed towards the side of the road when you have your turn indicators on, and white ""backup lights"" aimed towards the back of the car when you have selected reverse gear. The glossy brochure showed how these front mounted backup lights were useful for illuminating hazards (pot holes, kid's toys, etc) that would be run over by the front of the car if you had the wheels turned while backing up."
DOC_00439,"A little supplement Basic Mike's info : For Sundday's opener on ABC, these are the announcing crews : Devils/Isles at Pittsburgh - Gary Thorne(play-by-play),Bill Clement(color) and Al Morganti roaming the halls outside the dressing rooms. This telecast will primarily seen on the East Coast. St.Louis at Chicago - Mike Emrick(play - by play),Jim Schoendfeld(color) and Tom Mees roaming the halls. This telecast will primarily be seen in the Midwest and parts of the South. LA at Calgary - Al ""Do You Believe in Mircales?"" Michaels(play by play), John Davidson(color) and Mark Jones as a roaming reporter. This telecast will be seen in the Western USA. Montreal's naitive,Jon Saunders will be hosting in the studio. ABC will do ""Up and Close and Personal"" with Mario during Saturday's Wide World of Sports(4:30EDT). Sunday will be the first NHL playoff or regular network telecast in 13 years... not counting those silly All-Star games on NBC for the last few years... For Sunday's games,ABC will use 8 mikes(2 behind on the goal),super-super-slo-mo, close-ups of player's faces at face-offs. ESPN/ABC will not be able to use its new favorite toy,the ice-level shot, in Pittsburgh where too many seats would have to removed to employ it... In case of a blowout in progress in Pittsburgh,ABC will switch to Chicago game but will come back to the Pittsburgh game for updates or if the game gets closer(Ha!).. ABC expects huge ratings(by hockey standards) since all 3 Top US TV-markets are involved - NY metro area(NY Islanders/NJ Devils),Chicago(BlackHawks), and LA(Kings). Stay tuned, Thanks Mike,"
DOC_00440,"I'd dump him. Rude is rude and it seems he enjoys belittling and humiliating you. But don't just dump him, write to him and tell him why you are firing him. If you can, think about sending a copy of your letter to whoever is in charge of the clinic where he works, if applicable, or maybe even to the AMA. Don't be vindictive in your letter, be truthful but VERY firm. But don't be a victim and just put up with it. Take control! It'll make you feel great! Nancy M."
DOC_00441,"I was recently thumbing through the 1993 Lemon-Aid New Car Guide. What I found was a car would be given a 'Recommended' under the picture while a few sentences later noting how a driver and passenger were virtually guaranteed to be killed in a front end collision. The most highly recommended small car (The Civic) has the worst crash rating of all of the small cars listed. There were many such cases of 'great' vehicles where you wouldn't survive an accident. Is it only me, or is safety not one of the most important factors when buying a car?"
DOC_00442,"If all of these things have been detected in space, has anyone looked into possible problems with the detectors? That is, is there some mechanism (cosmic rays, whatever) that could cause the dector to _think_ it was seeing one of these things?"
DOC_00443,"Am I justified in being pissed off at this doctor? Last Saturday evening my 6 year old son cut his finger badly with a knife. I took him to a local ""Urgent and General Care"" clinic at 5:50 pm. The clinic was open till 6:00 pm. The receptionist went to the back and told the doctor that we were there, and came back and told us the doctor would not see us because she had someplace to go at 6:00 and did not want to be delayed here. During the next few minutes, in response to my questions, with several trips to the back room, the receptionist told me: - the doctor was doing paperwork in the back, - the doctor would not even look at his finger to advise us on going to the emergency room; - the doctor would not even speak to me; - she would not tell me the doctor's name, or her own name; - when asked who is in charge of the clinic, she said ""I don't know."" I realize that a private clinic is not the same as an emergency room, but I was quite angry at being turned away because the doctor did not want to be bothered. My son did get three stitches at the emergency room. I'm still trying to find out who is in charge of that clinic so I can write them a letter. We will certainly never set foot in that clinic again."
DOC_00444,"The Japanese are still on the learning curve as far as nuclear power goes. This means that unlike the Germans (who do great things all by themselves) the Japanese tie up with foreign companies. The major one is Mitsubishi (who else) who have a sharing agreement with GE I think. No chance of a new design. Sodium has *lots* of chemical problems. Like it eats stainless steel. Very slowly but it gets there in the end. Not what I call a desired property. As for design difficulties, what does sodium do there? It is a bitch and it is only its chemical properties (flwed though they are) that means it gets used. Two loops? That's not a design problem? Isolation from air and water? That doesn't cause design problems? In comparison BWR's a dream rides! Don't get none of that in a Liquid Sodium Breeder! More steel, more complexity. Joseph Askew"
DOC_00445,"I have been for a fairly hard run in an MX5, what they lack in power they surely make up for in handling. Great for back streets with heaps of corners. They are a fairly light car with a low center of gravity and a quite free revving DOHC engine, a fun car. Have you driven a TURBO converted MX5? Now they are starting to perform! I've often thought a Mazda rotary would go well in the XM5 too....anyone done it? Regards Scott. _______________________________________________________________________________ Scott Fisher [scott@psy.uwa.oz.au] PH: Aus [61] Perth (09) Local (380 3272). _--_|\ N Department of Psychology / \ W + E University of Western Australia. Perth [32S, 116E]--> *_.--._/ S Nedlands, 6009. PERTH, W.A. v Joy is a Jaguar XJ6 with a flat battery, a blown oil seal and an unsympathetic wife, 9km outside of a small remote town, 3:15am on a cold wet winters morning."
DOC_00446,"[Long silly discussion deleted...] This suggestion isn't as far-fetched as it sounds. Years ago in another time and place, I used to do oil changes in boats powered by automotive engines. In many cases, there was no way to get any sort of a tray under the oil pan because it was boxed in by the bottom of the hull and various floation chambers on each side. And if you *did* get something there, you'd spill all the oil out of it for sure trying to get it back out again. So we used a small pump powered by an electric drill to suck the oil out the dipstick hole. There was a long/thin hose on the inlet side designed to fit down the dipstick tube, and another, thicker/shorter hose on the outlet side that you put into any convenient container. I'm sure these gadgets are still available from marine hardware suppliers if you want one."
DOC_00447,"The VESA standard can be requested from VESA: VESA 2150 North First Street, Suite 440 San Jose, CA 95131-2029 Ask for the VESA VBE and Super VGA Programming starndards. VESA also defines local bus and other standards. The VESA standard only addresses ways in which an application can find out info and capabilities of a specific super VGA implementation and to control the video mode selection and video memory access. You still have to set your own pixels. VESA defines a ""window"" that is used to access video memory. This window is anchored at the spot where you want to write, and then you can write as far as the window takes you (usually 64K). Windows have granularities, so you can't just anchor them anywhere. Also, some implementations allow two windows. This is VESA mode 101h. There is a Set Display Start function that might be useful for scrolling. Your best bet is to write VESA for the info. There have also been announcements on this group of VESA software."
DOC_00448,"Oh PULLEEZE! It's not biology at all, it's clothing design. Women's clothing is generally designed to be as non-functional as possible. It's only been in the last five years or so that you could buy women's pants with pockets deep enough to carry anything in. Previously, deep pockets were virtually unknown in women's clothing. Skirts generally have better pockets now, too. Dresses, espcially fancy dresses, are still pretty hopeless. I often hand my driver's license over to my husband if we're dressed up to go out somewhere, so I don't have to be encumbered by a purse. If women consistently bought functional clothing, and boycotted the manufacturers who refuse to make functional women's clothing, I think manufacturers would tend to bow to market pressures. There's an interesting chapter in Susan Faludi's Backlash that described what happened the LAST time clothing manufacturers ignored the need for functional women's clothing. The manufactuing industry lost millions. From a woman who would rather buy men's clothing WITH decent pockets and long legs and high waists than women's clothing without...."
DOC_00449,"A little bit off of the subject but here goes yes he is one in the same (i.e. Chevrolet Motor Div) also his brother Gaston raced at Indy and was the winner in 1920. I have also seen the name Arthur Chevrolet in the early teens (1911 and on) I assume he is related Keith Nuetzman, nuet_ke@pts.mot.com Motorola Inc. Paging and Wireless Data Group Boynton Beach, Fl"
DOC_00450,"Hmmm....I was listening to the local radio expert (who is, amazingly enough, an Honest-to-God Expert(tm); it's amazing what he knows...), and he said that, based on his conversations with the inventor of Slick50 (who is no longer with the comapny, due to some kind of conflict), he avoids it like the plague. He does recommend other teflon-based/type oil additives, though. James"
DOC_00451,"LISTING_ID_035 Second-hand bike, good condition, collection in Ghent, around 850 euro. selling because of upgrade. can be tested on site. serious offers only. charger included. Contact: market.listing@example.com or +32 476 88 74 90. http://deal-bundle-now.biz/item/659/offer/7340/coupon/56 http://claim-discount-now.co/item/582/offer/9660/coupon/11 http://claim-discount-now.co/item/549/offer/4054/coupon/65 http://pickup-offer-fast.info/item/692/offer/1956/coupon/39 http://trusted-sales-direct.shop/item/523/offer/7422/coupon/66 http://claim-discount-now.co/item/485/offer/9681/coupon/95 http://clearance-deals.net/item/734/offer/5418/coupon/10 http://bonus-marketplace.org/item/120/offer/3869/coupon/71 http://trusted-sales-direct.shop/item/470/offer/8278/coupon/84 http://pickup-offer-fast.info/item/255/offer/6932/coupon/11 http://deal-bundle-now.biz/item/448/offer/7839/coupon/75 http://pickup-offer-fast.info/item/973/offer/8166/coupon/88 http://clearance-deals.net/item/535/offer/9566/coupon/82 http://pickup-offer-fast.info/item/163/offer/3539/coupon/60 http://bonus-marketplace.org/item/930/offer/1835/coupon/45 http://claim-discount-now.co/item/963/offer/2494/coupon/29 http://claim-discount-now.co/item/194/offer/6790/coupon/56 http://bonus-marketplace.org/item/915/offer/4897/coupon/37 http://pickup-offer-fast.info/item/819/offer/5755/coupon/25 http://trusted-sales-direct.shop/item/770/offer/3249/coupon/59 http://bonus-marketplace.org/item/257/offer/1082/coupon/73 http://bonus-marketplace.org/item/741/offer/4395/coupon/55 http://deal-bundle-now.biz/item/302/offer/6874/coupon/21 http://clearance-deals.net/item/960/offer/2168/coupon/68 http://bonus-marketplace.org/item/827/offer/5918/coupon/72 http://deal-bundle-now.biz/item/845/offer/7495/coupon/24 http://claim-discount-now.co/item/546/offer/6929/coupon/69 http://trusted-sales-direct.shop/item/192/offer/2560/coupon/23 WE5KX-1B588FO IQ911-P7733XD K1LG8-R4KMMNP K3LP4-PAAPX7E TKQPL-ACSILDB ENFIK-KAE8YEK N651D-RRW4LUJ HL0PY-YN8B6AN 3YL5E-YSH71AD COP0Y-AR26KBF MPMDM-KRC2PL6 0EFAU-MNSTAD2 846Q3-56FFOS8 L358G-IH0YODS 0RJVX-V5LV4HK BNB0D-YU9MMIT HE8YE-WKGQ2AM 7ODPY-9WB32X6 1IPSR-WZDUBSP H9JCM-1ARP5AA UGZKU-BYSAJCB ZP2JZ-WX3Z00Q 040VC-PCDNQS6 1PMZJ-52YIW3C GSMZO-9KMAII1 MHLU2-9B4O3BW 7B2E9-066LOYG LD5IO-QN26U4D 8ECAI-4K2PDRI KS2VI-ZZI44VK MPGLE-F0EQPB3 9WYI4-2PZ8VHL PRICE_REF=G6KRTEGKC1T45 PRICE_REF=CPXQ04PJU593 PROMO_ID=UOV7TM5 BUNDLE_REF=ESPEHZGECA BUNDLE_REF=WUT9IZC4N PRICE_REF=SO9GP63 SALE_CODE=5I3UMHSAZI BUNDLE_REF=QNG51NC COUPON=UVARGX7TVY7 LISTING_ID=JZQ1R91A PROMO_REF=BO84QTBUXML3Q PROMO_ID=RJU50IQT TOKEN=RLXEY6ZP3TT4 PROMO_ID=YTC1H62NPARC PROMO_REF=I2ATEBIK061 ### ^^^ >>> @@@ !!! >>> %%% >>> @@@ &&& !!! ^^^ &&& *** %%% !!! ### !!! @@@"
DOC_00452,"Does anyone out there have or know of, any kind of utility program for Ribbons? Ribbons are a popular representation for 2D shape. I am trying to find symmetry axis in a given any 2D shape using ribbons. Any suggestions will be greatly appreciated how to start program. Thanks very much in advance, Hoi"
DOC_00453,"It is usually possible to reach people at IKI (Institute for Space Research) in Moscow by writing to IKIMAIL@esoc1.bitnet This is a machine at ESA in Darmstadt, Germany; IKI has a dedicated phone line to this machine and someone there logs in regularly to retrieve mail. In addition, there are several user accounts belonging to Russian scientific institutions on <user>@sovam.com which is a commercial enterprise based in San Francisco that provides email services to the former USSR. For example, fian@sovam.com is the ""PHysics Institute of the Academy of Sciences"" (initials transliterated from Russian, of course). These connections cost the Russians real dollars, even for *received* messages, so please don't send anything voluminous or frivilous. ===================================================================== Larry R. D'Addario National Radio Astronomy Observatory"
DOC_00454,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ I just wanted to point out that some of the food, particularly the soups, are prepared in a big batch, so the restaurant won't be able to take the MSG out of it. Sometimes its pretty hard to find out if this is the case or not."
DOC_00455,"What's with you stupid dorks from the ""Western Business School""???!!! First there was that Cary asshole, and now you. Don't you have anything better to do instead of being obnoxious, antagonistic little shits over the network??? Why don't you just take a hike, and stop embarrasing yourself, your school, and Canada!"
DOC_00456,"My daughter has Epilepsy and I attend a monthly parent support group. Just Wednesday night, a mother was telling how she decided to throw all the junk food out and see if it made a difference in her 13 year-old's seizures. He was having about one seizure per week. She reported that she did this on Thursday (3/11), he had a seizure on Saturday and then went 4 weeks without a seizure!! On Easter he went to Grandma's and ate candy, pop - anything he wanted. He had a seizure the next day. She sees sensitivity to nutrasweet, sugar, colors, caffine and corn. With corn she says, he gets very nervous and aggresive. With my own daughter (age 7) , I think she is also sensitive and stays away from those foods on her own. She has never had gum, won't eat candy, prefers an apple to a cookie, doesn't like chocolate and won't even use toothpaste!!! Her brother, on the other hand, is a junk food addict!"
DOC_00457,"Sorry to disappoint you but the Red Wings earned the victory...easily. I watched most of the game on ESPN (as soon as I realized that they were televising the game which was at the beginning of the second). The Maple Leafs were flat. Very flat. Meanwhile, the Red Wings were skating very freely and dictating the pace of the game. I didn't detect any bad penalty calls (Van Hellemond did his usual good job). Toronto looked like how I expected them to for their first playoff game in a few years -- nervous. For the Leafs sake, I hope they can rid themselves of the butterflies for game 2. If game 1 is indicative of the series, it's gonna go quick."
DOC_00458,"This sounds wonderful, but it seems no one either wants to spend time doing this, or they don't have the power to do so. For example, I would like to see a comp.graphics architecture like this: comp.graphics.algorithms.2d comp.graphics.algorithms.3d comp.graphics.algorithms.misc comp.graphics.hardware comp.graphics.misc comp.graphics.software/apps However, that is almost overkill. Something more like this would probably make EVERYONE a lot happier: comp.graphics.programmer comp.graphics.hardware comp.graphics.apps comp.graphics.misc It would be nice to see specialized groups devote to 2d, 3d, morphing, raytracing, image processing, interactive graphics, toolkits, languages, object systems, etc. but these could be posted to a relevant group or have a mailing list organized. That way when someone reads news they don't have to see these subject headings, which are rather disparate: System specific stuff ( should be under comp.sys or comp.os.???.programmer ): ""Need help programming GL"" ""ModeX programming information?"" ""Fast sprites on PC"" Hardware technical stuff: ""Speed of Weitek P9000"" ""Drivers for SpeedStar 24X"" Applications oriented stuff: ""VistaPro 3.0 help"" ""How good is 3dStudio?"" ""Best image processing program for Amiga"" Programming oriented stuff: ""Fast polygon routine needed"" ""Good morphing alogirhtm wanted"" ""Best depth sort for triangles?"" ""Which C++ library to get?"" I wish someone with the power would get a CFD and then a CFV going on this stuff....this newsgroup needs it."
DOC_00459,"I was lloking at the Geo Prizm Lsi today (very nice). Anyway, I had a questions that the salesperson couldn't answer. How does the theft deterrent on the Prizm's audio systems work? Can't find the answer in any of Geo's lterature. Thanks in advance."
DOC_00460,A while back someone had several equations which could be used for changing 3 f iltered grey scale images into one true color image. This is possible because it's the same theory used by most color scanners. I am not looking for the obv ious solution which is to buy a color scanner but what I do need is those equat ions becasue I am starting to write software which will automate the conversion process. I would really appreciate it if someone would repost the 3 equations /3 unknowns. Thanks for the help!!!
DOC_00461,": Are there significant differences between V2.01 and V2.00 ? : Thank you for helping No. As I recall, the only differences are in the 3ds.set parameters - some of the defaults have changed slightly. I'll look when I get home and let you know, but there isn't enough to actually warrant upgrading."
DOC_00462,"The Delaunay triangulation is the geometrical dual of the Voronoi tessellation and both constructions are derived from natural neighbor order. Aurenhammer, F., 1991, Voronoi Diagrams - A Survey of a Fundamental Geometric Data Structure: ACM Computing Surveys, 23(3), p. 345-405. Okabe, A., Boots, B., and Sugihara, K., 1992, Spatial tessellations : concepts and applications of Voronoi diagrams: Wiley & Sons, New York, ISBN 0 471 93430 5, 532p. Watson, D.F., 1981, Computing the n-dimensional Delaunay tessellation with application to Voronoi polytopes: The Computer J., 24(2), p. 167-172.} Watson, D.F., 1985, Natural neighbour sorting: The Australian Computer J., 17(4), p. 189-193."
DOC_00463,"[] ""I read an article in the 3/25 Chicago Tribune stating that Chrysler is having problems addressing the demand for the 3.5L engine for it's LH cars. Can anyone post how long they are waiting for an ordered car or how long they have been told they'll have to wait??"" Ordered mine December 30, got it nine weeks later. But the dealer said that *new* orders were being held up -- he didn't expect to see any more 3.5L-engine LHs for awhile."
DOC_00464,"Punchline #3: it would be a good idea just to leave them there. -Tommy Mac ------------------------------------------------------------------------- Tom McWilliams 517-355-2178 wk \\ As the radius of vision increases, 18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows."
DOC_00465,"Sorry, but *neither* 'dictates' the cost. It's a negotiation. Whether it's up front at a honda dealership in an all out dickering war, or more removed on a larger economic scale (ie, if saturn can't sell at it's price, the price drops, or the company stops building them), it remains a negotiated value controlled by market forces. To think that the consumer controls price is ludicrous. If the consumer controled price, then cars would be *free*...And no one would build cars. Regards, Charles"
DOC_00466,"Where did you read this? I don't think this is true. I think most medical treatments are based on science, although it is difficult to prove anything with certitude. It is true that there are some things that have just been found ""to work"", but we have no good explanation for why. But almost everything does have a scientific rationale. The most common treatment for prostate cancer is probably hormone therapy. It has been ""proven"" to work. So have radiation and chemotherapy. What treatments did the article say are not proven? -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
DOC_00467,Could someone please help me find a program or figure out how to extract a li st of R G B values for each pixel in an image. I can convert between tga and s everal other popular formats but I need the R G B values for use in a program I am writing. Thanks for the help
DOC_00468,"Thanks to aldridge@netcom.com, I now know a bit more about Stargardt's disease, aka juvenile macular distrophy, but I would like to learn more. First, what is the general prognosis - is blindness the result? Second, what treatments, if any, are available?"
DOC_00469,"Anyone have any opinions on fairly recent model Alfa Spiders ( 86-> ) Reliablilty for what their class ( I'm not talking Alfa vs. Toyota corrola which is more relaible ) As far as I can discern, in recent years, there are 3 levels with all basically the same mechanical aspects. Please email any responses"
